District,KDG_District,Original Groundnut Production Value,Perturbation,Factor,New Groundnut Production Values,Percentage Change,Change,Initial Stress,Initial Stability,Stress,Stability
CHIKKAMAGALURU,Chikkamagaluru,3909.0,10,AreaUnderOilSeeds_GroundNut,4072,4.169864415451522,163.0,0.21211811884797666,0.7878818811520234,0.21186170628518522,0.7881382937148148
DAKSHINA KANNADA,Dakshina Kannada,0.0,10,AreaUnderOilSeeds_GroundNut,0,,0.0,0.02952242070725483,0.9704775792927451,0.029236402407373633,0.9707635975926263
UDUPI,Udupi,3623.0,10,AreaUnderOilSeeds_GroundNut,3673,1.3800717637317141,50.0,0.023733138899015675,0.9762668611009844,0.02273046113270016,0.9772695388672998
HASSAN,Hassan,521.0,10,AreaUnderOilSeeds_GroundNut,545,4.606525911708253,24.0,0.10607607242678335,0.8939239275732167,0.10657585237767896,0.893424147622321
KODAGU,Kodagu,45.0,10,AreaUnderOilSeeds_GroundNut,46,2.2222222222222223,1.0,0.012424352898286549,0.9875756471017134,0.012359534798894515,0.9876404652011055
MANDYA,Mandya,1021.0,10,AreaUnderOilSeeds_GroundNut,1059,3.721841332027424,38.0,0.14847685016405396,0.851523149835946,0.1488559363645291,0.8511440636354709
MYSURU,Mysuru,2170.0,10,AreaUnderOilSeeds_GroundNut,2236,3.0414746543778803,66.0,0.006467371491068172,0.9935326285089319,0.0067093615409435925,0.9932906384590564
CHAMARAJANAGAR,Chamarajanagara,8867.0,10,AreaUnderOilSeeds_GroundNut,9207,3.8344423141987147,340.0,0.09031474055170738,0.9096852594482926,0.09073946774035158,0.9092605322596484
BELAGAVI,Belagavi,39530.0,10,AreaUnderOilSeeds_GroundNut,40577,2.6486213002782697,1047.0,0.2576536638716733,0.7423463361283267,0.25233091567177796,0.7476690843282221
VIJAYAPURA,Vijayapura,27528.0,10,AreaUnderOilSeeds_GroundNut,28221,2.51743679163034,693.0,0.032545388261028096,0.967454611738972,0.029862095088452723,0.9701379049115473
BAGALKOT,Bagalkote,25444.0,10,AreaUnderOilSeeds_GroundNut,26180,2.892626945448829,736.0,0.0819832300401021,0.9180167699598979,0.08123062246601476,0.9187693775339852
DHARAWAD,Dharwad,21178.0,10,AreaUnderOilSeeds_GroundNut,22189,4.773821890641231,1011.0,0.030200510390083868,0.9697994896099161,0.02451564933151895,0.975484350668481
GADAG,Gadag,31332.0,10,AreaUnderOilSeeds_GroundNut,32484,3.6767522022213712,1152.0,0.08125410134888805,0.9187458986511119,0.08090515003998261,0.9190948499600173
HAVERI,Haveri,18309.0,10,AreaUnderOilSeeds_GroundNut,18806,2.7145119886394666,497.0,0.0189802614447164,0.9810197385552836,0.014327600823300951,0.985672399176699
UTTARA KANNADA,Uttara Kannada,3825.0,10,AreaUnderOilSeeds_GroundNut,3879,1.411764705882353,54.0,0.18596573095151295,0.8140342690484871,0.18549122487058262,0.8145087751294173
BALLARI,Ballari,22938.5,10,AreaUnderOilSeeds_GroundNut,24331,6.070580029208536,1392.5,0.11273787823550857,0.8872621217644914,0.10456202514394736,0.8954379748560526
BIDAR,Bidar,261.0,10,AreaUnderOilSeeds_GroundNut,269,3.065134099616858,8.0,0.04160408312067079,0.9583959168793292,0.041399531431938384,0.9586004685680616
KALABURAGI,Kalaburagi,3114.0,10,AreaUnderOilSeeds_GroundNut,3220,3.4039820166987798,106.0,0.24246931583424478,0.7575306841657552,0.2401341170858995,0.7598658829141005
YADGIRI,Yadgir,31435.0,10,AreaUnderOilSeeds_GroundNut,32521,3.4547478924765387,1086.0,0.17841779074006564,0.8215822092599343,0.17843932230655196,0.8215606776934481
RAICHUR,Raichur,26958.0,10,AreaUnderOilSeeds_GroundNut,27964,3.7317308405668075,1006.0,0.007400656215822088,0.9925993437841779,0.005718213829772334,0.9942817861702277
KOPPAL,Koppal,29982.0,10,AreaUnderOilSeeds_GroundNut,30605,2.077913414715496,623.0,0.0592023332118119,0.9407976667881881,0.049760805824834164,0.9502391941751658
VIJAYANAGARA,Vijayanagara,22938.5,10,AreaUnderOilSeeds_GroundNut,24331,6.070580029208536,1392.5,0.12175841536031112,0.8782415846396889,0.11349447959484288,0.8865055204051571
BENGALURU,Bengaluru Urban,71.0,10,LivestockCensus_2012_Sheep,71,0.0,0.0,0.03568355814801312,0.9643164418519868,0.035378646357235234,0.9646213536427648
BENGALURU(R),Bengaluru Rural,206.0,10,LivestockCensus_2012_Sheep,207,0.48543689320388345,1.0,0.16460517681370762,0.8353948231862924,0.16504095416008047,0.8349590458399195
RAMANAGARA,Ramanagara,4830.0,10,LivestockCensus_2012_Sheep,4859,0.6004140786749482,29.0,0.07478235508567264,0.9252176449143273,0.07522345164535135,0.9247765483546486
CHITRADURGA,Chitradurga,68575.0,10,LivestockCensus_2012_Sheep,69590,1.4801312431644185,1015.0,0.6908377688662048,0.30916223113379515,0.6915533841069119,0.3084466158930881
DAVANAGERE,Davanagere,16592.0,10,LivestockCensus_2012_Sheep,16626,0.20491803278688525,34.0,0.09081540891967432,0.9091845910803257,0.0931120371700915,0.9068879628299085
KOLAR,Kolar,5810.0,10,LivestockCensus_2012_Sheep,6016,3.545611015490534,206.0,0.031221290557783443,0.9687787094422166,0.03286391722948699,0.967136082770513
CHIKKABALLAPURA,Chikkaballapura,7132.0,10,LivestockCensus_2012_Sheep,7251,1.6685361749859788,119.0,0.11785636164783082,0.8821436383521691,0.11847487665852376,0.8815251233414763
SHIVAMOGGA,Shivamogga,248.0,10,LivestockCensus_2012_Sheep,248,0.0,0.0,0.13129566168428727,0.8687043383157127,0.12965655985055324,0.8703434401494468
TUMAKURU,Tumakuru,39626.0,10,LivestockCensus_2012_Sheep,40264,1.6100540049462475,638.0,0.39828758918806306,0.6017124108119369,0.3992260792806849,0.6007739207193151
CHIKKAMAGALURU,Chikkamagaluru,3909.0,10,LivestockCensus_2012_Sheep,3918,0.23023791250959325,9.0,0.21211811884797666,0.7878818811520234,0.21235809742779133,0.7876419025722087
DAKSHINA KANNADA,Dakshina Kannada,0.0,10,LivestockCensus_2012_Sheep,0,,0.0,0.02952242070725483,0.9704775792927451,0.029124155769507117,0.9708758442304929
UDUPI,Udupi,3623.0,10,LivestockCensus_2012_Sheep,3623,0.0,0.0,0.023733138899015675,0.9762668611009844,0.02335464865641615,0.9766453513435839
HASSAN,Hassan,521.0,10,LivestockCensus_2012_Sheep,521,0.0,0.0,0.10607607242678335,0.8939239275732167,0.10610480433012406,0.893895195669876
KODAGU,Kodagu,45.0,10,LivestockCensus_2012_Sheep,45,0.0,0.0,0.012424352898286549,0.9875756471017134,0.012267088183168079,0.9877329118168319
MANDYA,Mandya,1021.0,10,LivestockCensus_2012_Sheep,1027,0.5876591576885406,6.0,0.14847685016405396,0.851523149835946,0.14825118551516023,0.8517488144848397
MYSURU,Mysuru,2170.0,10,LivestockCensus_2012_Sheep,2175,0.2304147465437788,5.0,0.006467371491068172,0.9935326285089319,0.00644129903721799,0.993558700962782
CHAMARAJANAGAR,Chamarajanagara,8867.0,10,LivestockCensus_2012_Sheep,8900,0.37216645990752223,33.0,0.09031474055170738,0.9096852594482926,0.0892800689754275,0.9107199310245725
BELAGAVI,Belagavi,39530.0,10,LivestockCensus_2012_Sheep,39734,0.5160637490513534,204.0,0.2576536638716733,0.7423463361283267,0.2550366431958615,0.7449633568041385
VIJAYAPURA,Vijayapura,27528.0,10,LivestockCensus_2012_Sheep,27629,0.3668991572217379,101.0,0.032545388261028096,0.967454611738972,0.030717057048426533,0.9692829429515735
BAGALKOT,Bagalkote,25444.0,10,LivestockCensus_2012_Sheep,25726,1.1083163024681655,282.0,0.0819832300401021,0.9180167699598979,0.07921253053599653,0.9207874694640035
DHARAWAD,Dharwad,21178.0,10,LivestockCensus_2012_Sheep,21220,0.19831901029370103,42.0,0.030200510390083868,0.9697994896099161,0.030791061934186015,0.969208938065814
GADAG,Gadag,31332.0,10,LivestockCensus_2012_Sheep,31530,0.6319417847567982,198.0,0.08125410134888805,0.9187458986511119,0.08003818282593966,0.9199618171740603
HAVERI,Haveri,18309.0,10,LivestockCensus_2012_Sheep,18362,0.2894751215249331,53.0,0.0189802614447164,0.9810197385552836,0.017590786853611956,0.9824092131463881
UTTARA KANNADA,Uttara Kannada,3825.0,10,LivestockCensus_2012_Sheep,3825,0.0,0.0,0.18596573095151295,0.8140342690484871,0.18411265986492312,0.8158873401350769
BALLARI,Ballari,22938.5,10,LivestockCensus_2012_Sheep,23258,1.39285480741984,319.5,0.11273787823550857,0.8872621217644914,0.11056391517664688,0.8894360848233531
BIDAR,Bidar,261.0,10,LivestockCensus_2012_Sheep,262,0.38314176245210724,1.0,0.04160408312067079,0.9583959168793292,0.04102600948412128,0.9589739905158787
KALABURAGI,Kalaburagi,3114.0,10,LivestockCensus_2012_Sheep,3117,0.09633911368015415,3.0,0.24246931583424478,0.7575306841657552,0.24085836087560472,0.7591416391243953
YADGIRI,Yadgir,31435.0,10,LivestockCensus_2012_Sheep,31744,0.9829807539366948,309.0,0.17841779074006564,0.8215822092599343,0.1789050150883748,0.8210949849116251
RAICHUR,Raichur,26958.0,10,LivestockCensus_2012_Sheep,27136,0.6602863713925365,178.0,0.007400656215822088,0.9925993437841779,0.008162092254634268,0.9918379077453657
KOPPAL,Koppal,29982.0,10,LivestockCensus_2012_Sheep,30163,0.6036955506637316,181.0,0.0592023332118119,0.9407976667881881,0.05721224313838197,0.9427877568616181
VIJAYANAGARA,Vijayanagara,22938.5,10,LivestockCensus_2012_Sheep,23258,1.39285480741984,319.5,0.12175841536031112,0.8782415846396889,0.11970350146093783,0.8802964985390622
BENGALURU,Bengaluru Urban,71.0,10,MotorVehicles_Tractors,76,7.042253521126761,5.0,0.03568355814801312,0.9643164418519868,0.03593646971130415,0.9640635302886958
BENGALURU(R),Bengaluru Rural,206.0,10,MotorVehicles_Tractors,206,0.0,0.0,0.16460517681370762,0.8353948231862924,0.1667469395946217,0.8332530604053783
RAMANAGARA,Ramanagara,4830.0,10,MotorVehicles_Tractors,4960,2.691511387163561,130.0,0.07478235508567264,0.9252176449143273,0.07455921561881827,0.9254407843811817
CHITRADURGA,Chitradurga,68575.0,10,MotorVehicles_Tractors,69762,1.7309515129420343,1187.0,0.6908377688662048,0.30916223113379515,0.6891058169203864,0.3108941830796136
DAVANAGERE,Davanagere,16592.0,10,MotorVehicles_Tractors,16786,1.16923818707811,194.0,0.09081540891967432,0.9091845910803257,0.09290396873178325,0.9070960312682168
KOLAR,Kolar,5810.0,10,MotorVehicles_Tractors,6271,7.934595524956971,461.0,0.031221290557783443,0.9687787094422166,0.03597230583985551,0.9640276941601444
CHIKKABALLAPURA,Chikkaballapura,7132.0,10,MotorVehicles_Tractors,7317,2.593942793045429,185.0,0.11785636164783082,0.8821436383521691,0.1199076861328517,0.8800923138671483
SHIVAMOGGA,Shivamogga,248.0,10,MotorVehicles_Tractors,251,1.2096774193548387,3.0,0.13129566168428727,0.8687043383157127,0.13066139158854392,0.869338608411456
TUMAKURU,Tumakuru,39626.0,10,MotorVehicles_Tractors,40569,2.3797506687528394,943.0,0.39828758918806306,0.6017124108119369,0.40170661883055453,0.5982933811694455
CHIKKAMAGALURU,Chikkamagaluru,3909.0,10,MotorVehicles_Tractors,4010,2.5837810181632133,101.0,0.21211811884797666,0.7878818811520234,0.21193076869519636,0.7880692313048037
DAKSHINA KANNADA,Dakshina Kannada,0.0,10,MotorVehicles_Tractors,0,,0.0,0.02952242070725483,0.9704775792927451,0.02956838966772742,0.9704316103322725
UDUPI,Udupi,3623.0,10,MotorVehicles_Tractors,3667,1.2144631520839084,44.0,0.023733138899015675,0.9762668611009844,0.0234404116854448,0.9765595883145552
HASSAN,Hassan,521.0,10,MotorVehicles_Tractors,528,1.3435700575815739,7.0,0.10607607242678335,0.8939239275732167,0.10676538325544949,0.8932346167445505
KODAGU,Kodagu,45.0,10,MotorVehicles_Tractors,46,2.2222222222222223,1.0,0.012424352898286549,0.9875756471017134,0.012370631575929589,0.9876293684240705
MANDYA,Mandya,1021.0,10,MotorVehicles_Tractors,1033,1.1753183153770812,12.0,0.14847685016405396,0.851523149835946,0.14911843123763655,0.8508815687623634
MYSURU,Mysuru,2170.0,10,MotorVehicles_Tractors,2199,1.336405529953917,29.0,0.006467371491068172,0.9935326285089319,0.0062139846908058835,0.9937860153091941
CHAMARAJANAGAR,Chamarajanagara,8867.0,10,MotorVehicles_Tractors,8923,0.6315552046915529,56.0,0.09031474055170738,0.9096852594482926,0.08876370134648282,0.9112362986535172
BELAGAVI,Belagavi,39530.0,10,MotorVehicles_Tractors,40241,1.79863394889957,711.0,0.2576536638716733,0.7423463361283267,0.2553825865084143,0.7446174134915857
VIJAYAPURA,Vijayapura,27528.0,10,MotorVehicles_Tractors,28011,1.7545771578029643,483.0,0.032545388261028096,0.967454611738972,0.03287749777816007,0.9671225022218399
BAGALKOT,Bagalkote,25444.0,10,MotorVehicles_Tractors,25993,2.1576796101241946,549.0,0.0819832300401021,0.9180167699598979,0.08188125340443225,0.9181187465955678
DHARAWAD,Dharwad,21178.0,10,MotorVehicles_Tractors,21658,2.2665029747851544,480.0,0.030200510390083868,0.9697994896099161,0.0307258966199363,0.9692741033800637
GADAG,Gadag,31332.0,10,MotorVehicles_Tractors,32597,4.037405847057322,1265.0,0.08125410134888805,0.9187458986511119,0.09093161647560893,0.9090683835243911
HAVERI,Haveri,18309.0,10,MotorVehicles_Tractors,18502,1.0541263859304169,193.0,0.0189802614447164,0.9810197385552836,0.014903733919817197,0.9850962660801827
UTTARA KANNADA,Uttara Kannada,3825.0,10,MotorVehicles_Tractors,3866,1.0718954248366013,41.0,0.18596573095151295,0.8140342690484871,0.18631633267394854,0.8136836673260515
BALLARI,Ballari,22938.5,10,MotorVehicles_Tractors,23539,2.617869520674848,600.5,0.11273787823550857,0.8872621217644914,0.11076435390531886,0.8892356460946811
BIDAR,Bidar,261.0,10,MotorVehicles_Tractors,265,1.532567049808429,4.0,0.04160408312067079,0.9583959168793292,0.04138356125111092,0.9586164387488891
KALABURAGI,Kalaburagi,3114.0,10,MotorVehicles_Tractors,3152,1.220295439948619,38.0,0.24246931583424478,0.7575306841657552,0.24199420888162607,0.758005791118374
YADGIRI,Yadgir,31435.0,10,MotorVehicles_Tractors,31826,1.2438364879910928,391.0,0.17841779074006564,0.8215822092599343,0.17650487849163343,0.8234951215083666
RAICHUR,Raichur,26958.0,10,MotorVehicles_Tractors,27375,1.5468506565768974,417.0,0.007400656215822088,0.9925993437841779,0.008015825234368279,0.9919841747656317
KOPPAL,Koppal,29982.0,10,MotorVehicles_Tractors,30302,1.067307050897205,320.0,0.0592023332118119,0.9407976667881881,0.05294286287663774,0.9470571371233623
VIJAYANAGARA,Vijayanagara,22938.5,10,MotorVehicles_Tractors,23539,2.617869520674848,600.5,0.12175841536031112,0.8782415846396889,0.12006058694800414,0.8799394130519959
BENGALURU,Bengaluru Urban,71.0,-10,TotalNPK,66,-7.042253521126761,-5.0,0.03568355814801312,0.9643164418519868,0.03599934721974957,0.9640006527802505
BENGALURU(R),Bengaluru Rural,206.0,-10,TotalNPK,199,-3.3980582524271843,-7.0,0.16460517681370762,0.8353948231862924,0.16374399145451307,0.8362560085454869
RAMANAGARA,Ramanagara,4830.0,-10,TotalNPK,4786,-0.9109730848861284,-44.0,0.07478235508567264,0.9252176449143273,0.0739896742033114,0.9260103257966886
CHITRADURGA,Chitradurga,68575.0,-10,TotalNPK,67404,-1.7076193948231864,-1171.0,0.6908377688662048,0.30916223113379515,0.6937748501572607,0.3062251498427393
DAVANAGERE,Davanagere,16592.0,-10,TotalNPK,16286,-1.8442622950819672,-306.0,0.09081540891967432,0.9091845910803257,0.08855804798923902,0.911441952010761
KOLAR,Kolar,5810.0,-10,TotalNPK,5499,-5.352839931153184,-311.0,0.031221290557783443,0.9687787094422166,0.028952287698059465,0.9710477123019405
CHIKKABALLAPURA,Chikkaballapura,7132.0,-10,TotalNPK,6896,-3.3090297251822767,-236.0,0.11785636164783082,0.8821436383521691,0.11840543587917629,0.8815945641208237
SHIVAMOGGA,Shivamogga,248.0,-10,TotalNPK,243,-2.0161290322580645,-5.0,0.13129566168428727,0.8687043383157127,0.1305619844519613,0.8694380155480387
TUMAKURU,Tumakuru,39626.0,-10,TotalNPK,38933,-1.7488517639933376,-693.0,0.39828758918806306,0.6017124108119369,0.39858168654679244,0.6014183134532076
CHIKKAMAGALURU,Chikkamagaluru,3909.0,-10,TotalNPK,3687,-5.6792018419033,-222.0,0.21211811884797666,0.7878818811520234,0.2143916851055893,0.7856083148944106
DAKSHINA KANNADA,Dakshina Kannada,0.0,-10,TotalNPK,0,,0.0,0.02952242070725483,0.9704775792927451,0.029030176250667616,0.9709698237493324
UDUPI,Udupi,3623.0,-10,TotalNPK,3590,-0.9108473640629312,-33.0,0.023733138899015675,0.9762668611009844,0.02475743279330604,0.975242567206694
HASSAN,Hassan,521.0,-10,TotalNPK,509,-2.3032629558541267,-12.0,0.10607607242678335,0.8939239275732167,0.10562676794651159,0.8943732320534884
KODAGU,Kodagu,45.0,-10,TotalNPK,41,-8.88888888888889,-4.0,0.012424352898286549,0.9875756471017134,0.012407770063102092,0.9875922299368979
MANDYA,Mandya,1021.0,-10,TotalNPK,988,-3.232125367286973,-33.0,0.14847685016405396,0.851523149835946,0.1486291614740965,0.8513708385259036
MYSURU,Mysuru,2170.0,-10,TotalNPK,2123,-2.165898617511521,-47.0,0.006467371491068172,0.9935326285089319,0.006401697228651117,0.9935983027713489
CHAMARAJANAGAR,Chamarajanagara,8867.0,-10,TotalNPK,8680,-2.108943272809293,-187.0,0.09031474055170738,0.9096852594482926,0.08972266729966569,0.9102773327003343
BELAGAVI,Belagavi,39530.0,-10,TotalNPK,38121,-3.5643814824184163,-1409.0,0.2576536638716733,0.7423463361283267,0.2494718414337428,0.7505281585662572
VIJAYAPURA,Vijayapura,27528.0,-10,TotalNPK,26988,-1.9616390584132521,-540.0,0.032545388261028096,0.967454611738972,0.04078096255415109,0.9592190374458489
BAGALKOT,Bagalkote,25444.0,-10,TotalNPK,24456,-3.8830372582927217,-988.0,0.0819832300401021,0.9180167699598979,0.08559432674618722,0.9144056732538128
DHARAWAD,Dharwad,21178.0,-10,TotalNPK,20536,-3.0314477287751442,-642.0,0.030200510390083868,0.9697994896099161,0.031244436531956632,0.9687555634680434
GADAG,Gadag,31332.0,-10,TotalNPK,30793,-1.7202859696157282,-539.0,0.08125410134888805,0.9187458986511119,0.08688971404833962,0.9131102859516604
HAVERI,Haveri,18309.0,-10,TotalNPK,17899,-2.2393358457589163,-410.0,0.0189802614447164,0.9810197385552836,0.019884364641352376,0.9801156353586477
UTTARA KANNADA,Uttara Kannada,3825.0,-10,TotalNPK,3755,-1.8300653594771243,-70.0,0.18596573095151295,0.8140342690484871,0.18282001068185866,0.8171799893181413
BALLARI,Ballari,22938.5,-10,TotalNPK,22149,-3.441811801120387,-789.5,0.11273787823550857,0.8872621217644914,0.11595962935646043,0.8840403706435396
BIDAR,Bidar,261.0,-10,TotalNPK,251,-3.8314176245210727,-10.0,0.04160408312067079,0.9583959168793292,0.04151088956145036,0.9584891104385497
KALABURAGI,Kalaburagi,3114.0,-10,TotalNPK,3049,-2.0873474630700066,-65.0,0.24246931583424478,0.7575306841657552,0.23579708424821474,0.7642029157517852
YADGIRI,Yadgir,31435.0,-10,TotalNPK,29589,-5.8724351837124225,-1846.0,0.17841779074006564,0.8215822092599343,0.16195379107075747,0.8380462089292425
RAICHUR,Raichur,26958.0,-10,TotalNPK,25981,-3.6241560946657767,-977.0,0.007400656215822088,0.9925993437841779,0.0074802682333393045,0.9925197317666608
KOPPAL,Koppal,29982.0,-10,TotalNPK,29244,-2.461476886131679,-738.0,0.0592023332118119,0.9407976667881881,0.06139694973592075,0.9386030502640792
VIJAYANAGARA,Vijayanagara,22938.5,-10,TotalNPK,22149,-3.441811801120387,-789.5,0.12175841536031112,0.8782415846396889,0.12581103000811034,0.8741889699918897
BENGALURU,Bengaluru Urban,71.0,-10,AreaUnderOilSeeds_GroundNut,68,-4.225352112676056,-3.0,0.03568355814801312,0.9643164418519868,0.036451691261310495,0.9635483087386895
BENGALURU(R),Bengaluru Rural,206.0,-10,AreaUnderOilSeeds_GroundNut,201,-2.4271844660194173,-5.0,0.16460517681370762,0.8353948231862924,0.1632568166636303,0.8367431833363697
RAMANAGARA,Ramanagara,4830.0,-10,AreaUnderOilSeeds_GroundNut,4737,-1.9254658385093166,-93.0,0.07478235508567264,0.9252176449143273,0.07258456306552502,0.9274154369344749
CHITRADURGA,Chitradurga,68575.0,-10,AreaUnderOilSeeds_GroundNut,65868,-3.947502734232592,-2707.0,0.6908377688662048,0.30916223113379515,0.6938968846784478,0.3061031153215522
DAVANAGERE,Davanagere,16592.0,-10,AreaUnderOilSeeds_GroundNut,16164,-2.5795564127290262,-428.0,0.09081540891967432,0.9091845910803257,0.08543602356227609,0.9145639764377239
KOLAR,Kolar,5810.0,-10,AreaUnderOilSeeds_GroundNut,5569,-4.148020654044751,-241.0,0.031221290557783443,0.9687787094422166,0.033035768506710396,0.9669642314932896
CHIKKABALLAPURA,Chikkaballapura,7132.0,-10,AreaUnderOilSeeds_GroundNut,6585,-7.669657879977566,-547.0,0.11785636164783082,0.8821436383521691,0.12058460355053544,0.8794153964494645
SHIVAMOGGA,Shivamogga,248.0,-10,AreaUnderOilSeeds_GroundNut,235,-5.241935483870968,-13.0,0.13129566168428727,0.8687043383157127,0.13325742393878667,0.8667425760612133
TUMAKURU,Tumakuru,39626.0,-10,AreaUnderOilSeeds_GroundNut,37813,-4.575278857315904,-1813.0,0.39828758918806306,0.6017124108119369,0.394895852310682,0.605104147689318
CHIKKAMAGALURU,Chikkamagaluru,3909.0,-10,AreaUnderOilSeeds_GroundNut,3745,-4.195446405730366,-164.0,0.21211811884797666,0.7878818811520234,0.2124009924611127,0.7875990075388873
DAKSHINA KANNADA,Dakshina Kannada,0.0,-10,AreaUnderOilSeeds_GroundNut,0,,0.0,0.02952242070725483,0.9704775792927451,0.02981721017793162,0.9701827898220684
UDUPI,Udupi,3623.0,-10,AreaUnderOilSeeds_GroundNut,3572,-1.4076731990063482,-51.0,0.023733138899015675,0.9762668611009844,0.024814781077306124,0.9751852189226938
HASSAN,Hassan,521.0,-10,AreaUnderOilSeeds_GroundNut,496,-4.798464491362764,-25.0,0.10607607242678335,0.8939239275732167,0.10553936155138562,0.8944606384486143
KODAGU,Kodagu,45.0,-10,AreaUnderOilSeeds_GroundNut,43,-4.444444444444445,-2.0,0.012424352898286549,0.9875756471017134,0.012499746968684845,0.9875002530313152
MANDYA,Mandya,1021.0,-10,AreaUnderOilSeeds_GroundNut,982,-3.819784524975514,-39.0,0.14847685016405396,0.851523149835946,0.14806886500273275,0.8519311349972672
MYSURU,Mysuru,2170.0,-10,AreaUnderOilSeeds_GroundNut,2103,-3.087557603686636,-67.0,0.006467371491068172,0.9935326285089319,0.006205593004190199,0.9937944069958098
CHAMARAJANAGAR,Chamarajanagara,8867.0,-10,AreaUnderOilSeeds_GroundNut,8526,-3.8457200857110636,-341.0,0.09031474055170738,0.9096852594482926,0.08985648063804377,0.9101435193619563
BELAGAVI,Belagavi,39530.0,-10,AreaUnderOilSeeds_GroundNut,38482,-2.651151024538325,-1048.0,0.2576536638716733,0.7423463361283267,0.2634177445800693,0.7365822554199307
VIJAYAPURA,Vijayapura,27528.0,-10,AreaUnderOilSeeds_GroundNut,26834,-2.5210694565533274,-694.0,0.032545388261028096,0.967454611738972,0.035449687253294504,0.9645503127467054
BAGALKOT,Bagalkote,25444.0,-10,AreaUnderOilSeeds_GroundNut,24707,-2.8965571451029715,-737.0,0.0819832300401021,0.9180167699598979,0.08279893119572479,0.9172010688042752
DHARAWAD,Dharwad,21178.0,-10,AreaUnderOilSeeds_GroundNut,20166,-4.7785437718387005,-1012.0,0.030200510390083868,0.9697994896099161,0.036353009048399776,0.9636469909516002
GADAG,Gadag,31332.0,-10,AreaUnderOilSeeds_GroundNut,30179,-3.6799438273969107,-1153.0,0.08125410134888805,0.9187458986511119,0.08163296289548794,0.9183670371045121
HAVERI,Haveri,18309.0,-10,AreaUnderOilSeeds_GroundNut,17811,-2.7199737833852202,-498.0,0.0189802614447164,0.9810197385552836,0.024015563594721928,0.9759844364052781
UTTARA KANNADA,Uttara Kannada,3825.0,-10,AreaUnderOilSeeds_GroundNut,3770,-1.4379084967320261,-55.0,0.18596573095151295,0.8140342690484871,0.18648205501912912,0.8135179449808709
BALLARI,Ballari,22938.5,-10,AreaUnderOilSeeds_GroundNut,21545,-6.074939512173856,-1393.5,0.11273787823550857,0.8872621217644914,0.12158733050516618,0.8784126694948338
BIDAR,Bidar,261.0,-10,AreaUnderOilSeeds_GroundNut,252,-3.4482758620689653,-9.0,0.04160408312067079,0.9583959168793292,0.04182607639521467,0.9581739236047854
KALABURAGI,Kalaburagi,3114.0,-10,AreaUnderOilSeeds_GroundNut,3007,-3.4360950545921645,-107.0,0.24246931583424478,0.7575306841657552,0.24500010121252605,0.754999898787474
YADGIRI,Yadgir,31435.0,-10,AreaUnderOilSeeds_GroundNut,30348,-3.457929059965007,-1087.0,0.17841779074006564,0.8215822092599343,0.17839719843727858,0.8216028015627215
RAICHUR,Raichur,26958.0,-10,AreaUnderOilSeeds_GroundNut,25951,-3.735440314563395,-1007.0,0.007400656215822088,0.9925993437841779,0.009221473249529322,0.9907785267504707
KOPPAL,Koppal,29982.0,-10,AreaUnderOilSeeds_GroundNut,29358,-2.0812487492495495,-624.0,0.0592023332118119,0.9407976667881881,0.06942065950081983,0.9305793404991802
VIJAYANAGARA,Vijayanagara,22938.5,-10,AreaUnderOilSeeds_GroundNut,21545,-6.074939512173856,-1393.5,0.12175841536031112,0.8782415846396889,0.1307033258436064,0.8692966741563937
BENGALURU,Bengaluru Urban,71.0,-10,LivestockCensus_2012_Sheep,70,-1.4084507042253522,-1.0,0.03568355814801312,0.9643164418519868,0.035998164567267135,0.9640018354327329
BENGALURU(R),Bengaluru Rural,206.0,-10,LivestockCensus_2012_Sheep,204,-0.9708737864077669,-2.0,0.16460517681370762,0.8353948231862924,0.16415873532763955,0.8358412646723604
RAMANAGARA,Ramanagara,4830.0,-10,LivestockCensus_2012_Sheep,4800,-0.6211180124223602,-30.0,0.07478235508567264,0.9252176449143273,0.07432910493050518,0.9256708950694948
CHITRADURGA,Chitradurga,68575.0,-10,LivestockCensus_2012_Sheep,67559,-1.4815895005468465,-1016.0,0.6908377688662048,0.30916223113379515,0.6901108660578161,0.30988913394218387
DAVANAGERE,Davanagere,16592.0,-10,LivestockCensus_2012_Sheep,16557,-0.2109450337512054,-35.0,0.09081540891967432,0.9091845910803257,0.08845108226389778,0.9115489177361022
KOLAR,Kolar,5810.0,-10,LivestockCensus_2012_Sheep,5603,-3.5628227194492252,-207.0,0.031221290557783443,0.9687787094422166,0.02952974437158632,0.9704702556284137
CHIKKABALLAPURA,Chikkaballapura,7132.0,-10,LivestockCensus_2012_Sheep,7012,-1.682557487380819,-120.0,0.11785636164783082,0.8821436383521691,0.11722099695574732,0.8827790030442527
SHIVAMOGGA,Shivamogga,248.0,-10,LivestockCensus_2012_Sheep,247,-0.4032258064516129,-1.0,0.13129566168428727,0.8687043383157127,0.13298598262259656,0.8670140173774035
TUMAKURU,Tumakuru,39626.0,-10,LivestockCensus_2012_Sheep,38987,-1.6125776005652854,-639.0,0.39828758918806306,0.6017124108119369,0.39732678103583535,0.6026732189641646
CHIKKAMAGALURU,Chikkamagaluru,3909.0,-10,LivestockCensus_2012_Sheep,3899,-0.25581990278843697,-10.0,0.21211811884797666,0.7878818811520234,0.2118761801853618,0.7881238198146382
