District,KDG_District,Original Groundnut Production Value,Perturbation,Factor,New Groundnut Production Values,Percentage Change,Change,Initial Stress,Initial Stability,Stress,Stability
KODAGU,Kodagu,45.0,-20,LivestockCensus_2012_Sheep,44,-2.2222222222222223,-1.0,0.012424352898286549,0.9875756471017134,0.012753466378135769,0.9872465336218642
MANDYA,Mandya,1021.0,-20,LivestockCensus_2012_Sheep,1008,-1.2732615083251715,-13.0,0.14847685016405396,0.851523149835946,0.14894505890839144,0.8510549410916086
MYSURU,Mysuru,2170.0,-20,LivestockCensus_2012_Sheep,2159,-0.5069124423963134,-11.0,0.006467371491068172,0.9935326285089319,0.006518243568165424,0.9934817564318346
CHAMARAJANAGAR,Chamarajanagara,8867.0,-20,LivestockCensus_2012_Sheep,8800,-0.7556106913273938,-67.0,0.09031474055170738,0.9096852594482926,0.09248517271780075,0.9075148272821992
BELAGAVI,Belagavi,39530.0,-20,LivestockCensus_2012_Sheep,39120,-1.037186946622818,-410.0,0.2576536638716733,0.7423463361283267,0.26312515027650873,0.7368748497234913
VIJAYAPURA,Vijayapura,27528.0,-20,LivestockCensus_2012_Sheep,27324,-0.7410636442894507,-204.0,0.032545388261028096,0.967454611738972,0.03636992065400335,0.9636300793459966
BAGALKOT,Bagalkote,25444.0,-20,LivestockCensus_2012_Sheep,24878,-2.2244930042446156,-566.0,0.0819832300401021,0.9180167699598979,0.0877825198364992,0.9122174801635008
DHARAWAD,Dharwad,21178.0,-20,LivestockCensus_2012_Sheep,21093,-0.4013599017848711,-85.0,0.030200510390083868,0.9697994896099161,0.028958283241163785,0.9710417167588362
GADAG,Gadag,31332.0,-20,LivestockCensus_2012_Sheep,30935,-1.2670751946891359,-397.0,0.08125410134888805,0.9187458986511119,0.08381135575172599,0.9161886442482741
HAVERI,Haveri,18309.0,-20,LivestockCensus_2012_Sheep,18202,-0.5844120377956197,-107.0,0.0189802614447164,0.9810197385552836,0.02189743413595302,0.978102565864047
UTTARA KANNADA,Uttara Kannada,3825.0,-20,LivestockCensus_2012_Sheep,3823,-0.052287581699346414,-2.0,0.18596573095151295,0.8140342690484871,0.18985633565761,0.81014366434239
BALLARI,Ballari,22938.5,-20,LivestockCensus_2012_Sheep,22297,-2.7966083222529807,-641.5,0.11273787823550857,0.8872621217644914,0.1172994023288566,0.8827005976711434
BIDAR,Bidar,261.0,-20,LivestockCensus_2012_Sheep,258,-1.1494252873563218,-3.0,0.04160408312067079,0.9583959168793292,0.042798749699446983,0.957201250300553
KALABURAGI,Kalaburagi,3114.0,-20,LivestockCensus_2012_Sheep,3106,-0.2569043031470777,-8.0,0.24246931583424478,0.7575306841657552,0.24584735914081907,0.754152640859181
YADGIRI,Yadgir,31435.0,-20,LivestockCensus_2012_Sheep,30815,-1.972323842850326,-620.0,0.17841779074006564,0.8215822092599343,0.17740141861024283,0.8225985813897572
RAICHUR,Raichur,26958.0,-20,LivestockCensus_2012_Sheep,26600,-1.3279916907782476,-358.0,0.007400656215822088,0.9925993437841779,0.005806684299110354,0.9941933157008896
KOPPAL,Koppal,29982.0,-20,LivestockCensus_2012_Sheep,29618,-1.2140617703955707,-364.0,0.0592023332118119,0.9407976667881881,0.0633655926905507,0.9366344073094492
VIJAYANAGARA,Vijayanagara,22938.5,-20,LivestockCensus_2012_Sheep,22297,-2.7966083222529807,-641.5,0.12175841536031112,0.8782415846396889,0.12607197242926993,0.8739280275707301
BENGALURU,Bengaluru Urban,71.0,-20,MotorVehicles_Tractors,59,-16.901408450704224,-12.0,0.03568355814801312,0.9643164418519868,0.03515105740181269,0.9648489425981873
BENGALURU(R),Bengaluru Rural,206.0,-20,MotorVehicles_Tractors,204,-0.9708737864077669,-2.0,0.16460517681370762,0.8353948231862924,0.1600936555891239,0.8399063444108761
RAMANAGARA,Ramanagara,4830.0,-20,MotorVehicles_Tractors,4568,-5.424430641821947,-262.0,0.07478235508567264,0.9252176449143273,0.07525981873111781,0.9247401812688822
CHITRADURGA,Chitradurga,68575.0,-20,MotorVehicles_Tractors,66200,-3.4633612832664964,-2375.0,0.6908377688662048,0.30916223113379515,0.6945045317220544,0.3054954682779456
DAVANAGERE,Davanagere,16592.0,-20,MotorVehicles_Tractors,16203,-2.34450337512054,-389.0,0.09081540891967432,0.9091845910803257,0.08640986908358511,0.9135901309164149
KOLAR,Kolar,5810.0,-20,MotorVehicles_Tractors,4886,-15.903614457831324,-924.0,0.031221290557783443,0.9687787094422166,0.021208459214501506,0.9787915407854985
CHIKKABALLAPURA,Chikkaballapura,7132.0,-20,MotorVehicles_Tractors,6760,-5.215928210880538,-372.0,0.11785636164783082,0.8821436383521691,0.11353474320241694,0.886465256797583
SHIVAMOGGA,Shivamogga,248.0,-20,MotorVehicles_Tractors,241,-2.82258064516129,-7.0,0.13129566168428727,0.8687043383157127,0.13262839879154079,0.8673716012084592
TUMAKURU,Tumakuru,39626.0,-20,MotorVehicles_Tractors,37738,-4.764548528743754,-1888.0,0.39828758918806306,0.6017124108119369,0.39107898144151926,0.6089210185584808
CHIKKAMAGALURU,Chikkamagaluru,3909.0,-20,MotorVehicles_Tractors,3706,-5.193144026605269,-203.0,0.21211811884797666,0.7878818811520234,0.2125140267587397,0.7874859732412602
DAKSHINA KANNADA,Dakshina Kannada,0.0,-20,MotorVehicles_Tractors,0,,0.0,0.02952242070725483,0.9704775792927451,0.029407099697885197,0.9705929003021148
UDUPI,Udupi,3623.0,-20,MotorVehicles_Tractors,3533,-2.4841291747170855,-90.0,0.023733138899015675,0.9762668611009844,0.024331570996978857,0.9756684290030211
HASSAN,Hassan,521.0,-20,MotorVehicles_Tractors,506,-2.8790786948176583,-15.0,0.10607607242678335,0.8939239275732167,0.10462235649546829,0.8953776435045318
KODAGU,Kodagu,45.0,-20,MotorVehicles_Tractors,42,-6.666666666666667,-3.0,0.012424352898286549,0.9875756471017134,0.012537764350453172,0.9874622356495468
MANDYA,Mandya,1021.0,-20,MotorVehicles_Tractors,996,-2.4485798237022527,-25.0,0.14847685016405396,0.851523149835946,0.1471178247734139,0.852882175226586
MYSURU,Mysuru,2170.0,-20,MotorVehicles_Tractors,2110,-2.7649769585253456,-60.0,0.006467371491068172,0.9935326285089319,0.007016616314199392,0.9929833836858006
CHAMARAJANAGAR,Chamarajanagara,8867.0,-20,MotorVehicles_Tractors,8754,-1.2743881808954551,-113.0,0.09031474055170738,0.9096852594482926,0.09359516616314198,0.906404833836858
BELAGAVI,Belagavi,39530.0,-20,MotorVehicles_Tractors,38106,-3.6023273463192513,-1424.0,0.2576536638716733,0.7423463361283267,0.2624380664652568,0.7375619335347432
VIJAYAPURA,Vijayapura,27528.0,-20,MotorVehicles_Tractors,26560,-3.5164196454519034,-968.0,0.032545388261028096,0.967454611738972,0.031842900302114785,0.9681570996978852
BAGALKOT,Bagalkote,25444.0,-20,MotorVehicles_Tractors,24344,-4.323219619556673,-1100.0,0.0819832300401021,0.9180167699598979,0.08219939577039276,0.9178006042296072
DHARAWAD,Dharwad,21178.0,-20,MotorVehicles_Tractors,20217,-4.5377278307677775,-961.0,0.030200510390083868,0.9697994896099161,0.029082326283987936,0.9709176737160121
GADAG,Gadag,31332.0,-20,MotorVehicles_Tractors,28800,-8.081194944465722,-2532.0,0.08125410134888805,0.9187458986511119,0.06085455330168321,0.9391454466983168
HAVERI,Haveri,18309.0,-20,MotorVehicles_Tractors,17921,-2.1191763613523404,-388.0,0.0189802614447164,0.9810197385552836,0.027561501942166555,0.9724384980578334
UTTARA KANNADA,Uttara Kannada,3825.0,-20,MotorVehicles_Tractors,3742,-2.1699346405228757,-83.0,0.18596573095151295,0.8140342690484871,0.1852205438066465,0.8147794561933535
BALLARI,Ballari,22938.5,-20,MotorVehicles_Tractors,21736,-5.242278265797676,-1202.5,0.11273787823550857,0.8872621217644914,0.11689684937419065,0.8831031506258094
BIDAR,Bidar,261.0,-20,MotorVehicles_Tractors,252,-3.4482758620689653,-9.0,0.04160408312067079,0.9583959168793292,0.042069486404833836,0.9579305135951661
KALABURAGI,Kalaburagi,3114.0,-20,MotorVehicles_Tractors,3037,-2.472703917790623,-77.0,0.24246931583424478,0.7575306841657552,0.24346424974823763,0.7565357502517623
YADGIRI,Yadgir,31435.0,-20,MotorVehicles_Tractors,30651,-2.494035310959122,-784.0,0.17841779074006564,0.8215822092599343,0.18244712990936557,0.8175528700906345
RAICHUR,Raichur,26958.0,-20,MotorVehicles_Tractors,26122,-3.1011202611469693,-836.0,0.007400656215822088,0.9925993437841779,0.006105740181268859,0.9938942598187311
KOPPAL,Koppal,29982.0,-20,MotorVehicles_Tractors,29340,-2.1412847708625176,-642.0,0.0592023332118119,0.9407976667881881,0.07239274924471295,0.927607250755287
VIJAYANAGARA,Vijayanagara,22938.5,-20,MotorVehicles_Tractors,21736,-5.242278265797676,-1202.5,0.12175841536031112,0.8782415846396889,0.12533736153071495,0.874662638469285
