District,Original Rice Production Value,Perturbation,Factor,New Rice Production Values,Percentage Change,Change,Initial Stress,Initial Stability,Stress,Stability
KALABURAGI,7888.0,-20,AreaUnderCereals_Paddy,4217,-46.53904665314402,-3671.0,0.1375981787291327,0.8624018212708673,0.138909423128403,0.8610905768715971
YADGIRI,224659.0,-20,AreaUnderCereals_Paddy,181509,-19.206886881896562,-43150.0,0.11753819651117203,0.882461803488828,0.12163037222777529,0.8783696277722247
RAICHUR,492342.0,-20,AreaUnderCereals_Paddy,391591,-20.463620816424356,-100751.0,0.7261148140097551,0.2738851859902449,0.6935166106307054,0.30648338936929465
KOPPAL,243505.0,-20,AreaUnderCereals_Paddy,199135,-18.221391757869448,-44370.0,0.12416644151327455,0.8758335584867254,0.13129606389327542,0.8687039361067246
VIJAYANAGARA,206115.5,-20,AreaUnderCereals_Paddy,165173,-19.86386273715465,-40942.5,0.0542810970692138,0.9457189029307862,0.044096494825780985,0.9559035051742191
BENGALURU,3376.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,3376,0.0,0.0,0.007851589718378814,0.9921484102816212,0.007468851846619143,0.9925311481533808
BENGALURU(R),2354.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,2354,0.0,0.0,0.013544957207312441,0.9864550427926876,0.014950155770699778,0.9850498442293002
RAMANAGARA,12128.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,10636,-12.302110817941953,-1492.0,0.10707049366489452,0.8929295063351055,0.10891880048179961,0.8910811995182004
CHITRADURGA,4566.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,4515,-1.1169513797634691,-51.0,0.41258163926566815,0.5874183607343318,0.40034578461258474,0.5996542153874153
DAVANAGERE,489505.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,390754,-20.173644804445306,-98751.0,0.6430597567259921,0.35694024327400786,0.5838104634168342,0.4161895365831658
KOLAR,864.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,864,0.0,0.0,0.0033762851518617312,0.9966237148481383,0.003979875527117991,0.996020124472882
CHIKKABALLAPURA,2698.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,2698,0.0,0.0,0.01433262164546839,0.9856673783545316,0.016392042483934027,0.983607957516066
SHIVAMOGGA,384974.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,312128,-18.92231683178604,-72846.0,0.36902390418013353,0.6309760958198665,0.31006582838642627,0.6899341716135737
TUMAKURU,26042.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,25412,-2.419169034636357,-630.0,0.09873849287204503,0.9012615071279549,0.10108623850449183,0.8989137614955082
CHIKKAMAGALURU,110533.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,108581,-1.7659884378420925,-1952.0,0.15839722514284782,0.8416027748571522,0.13053369125073938,0.8694663087492607
DAKSHINA KANNADA,132588.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,132588,0.0,0.0,0.026233755944557458,0.9737662440554425,0.0358943105979152,0.9641056894020847
UDUPI,138156.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,138156,0.0,0.0,0.11602272796527019,0.8839772720347299,0.09198613030141206,0.908013869698588
HASSAN,143705.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,138091,-3.906614244459135,-5614.0,0.03182822522923329,0.9681717747707668,0.018277414725220098,0.98172258527478
KODAGU,86303.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,85566,-0.8539679964775269,-737.0,0.25163752538477535,0.7483624746152246,0.26314671979553056,0.7368532802044694
MANDYA,246543.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,206505,-16.23976344897239,-40038.0,0.2643972559049439,0.7356027440950561,0.23933850733116058,0.7606614926688394
MYSURU,354227.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,315690,-10.879181993467466,-38537.0,0.4542855662794028,0.5457144337205972,0.4727251610987521,0.5272748389012478
CHAMARAJANAGAR,45856.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,42956,-6.324145150034892,-2900.0,0.32187116350470046,0.6781288364952995,0.32244734407564474,0.6775526559243552
BELAGAVI,177552.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,152156,-14.303415337478597,-25396.0,0.28167278474455415,0.7183272152554459,0.2747004916175967,0.7252995083824033
VIJAYAPURA,170.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,105,-38.23529411764706,-65.0,0.36634359694224766,0.6336564030577523,0.35622903201860145,0.6437709679813985
BAGALKOT,85.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,84,-1.1764705882352942,-1.0,0.3739518178512444,0.6260481821487556,0.38543537970455055,0.6145646202954494
DHARAWAD,33989.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,28750,-15.413810350407484,-5239.0,0.16620230895650037,0.8337976910434997,0.19047487913103656,0.8095251208689634
GADAG,7258.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,5284,-27.197575089556352,-1974.0,0.27336997892216003,0.72663002107784,0.2841003049048528,0.7158996950951473
HAVERI,125422.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,122749,-2.131205051745308,-2673.0,0.1749910543244107,0.8250089456755894,0.12465966317130472,0.8753403368286953
UTTARA KANNADA,152981.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,152981,0.0,0.0,0.03867410722447828,0.9613258927755217,0.005251903132415858,0.9947480968675841
BALLARI,206115.5,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,166876,-19.03762696158222,-39239.5,0.036538695379504216,0.9634613046204958,0.05805678489412491,0.9419432151058751
BIDAR,2036.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,2036,0.0,0.0,0.011888099102704483,0.9881119008972955,0.01334766918661593,0.9866523308133841
KALABURAGI,7888.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,7610,-3.524340770791075,-278.0,0.1375981787291327,0.8624018212708673,0.1166256785783559,0.8833743214216441
YADGIRI,224659.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,166798,-25.75503318362496,-57861.0,0.11753819651117203,0.882461803488828,0.05986096776588179,0.9401390322341182
RAICHUR,492342.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,417685,-15.163646408390916,-74657.0,0.7261148140097551,0.2738851859902449,0.730161565705063,0.26983843429493704
KOPPAL,243505.0,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,229981,-5.5538900638590585,-13524.0,0.12416644151327455,0.8758335584867254,0.18826583269676073,0.8117341673032392
VIJAYANAGARA,206115.5,-20,NetAreaIrrigated_Canals_NetAreaIrrigated,166876,-19.03762696158222,-39239.5,0.0542810970692138,0.9457189029307862,0.03236622198382344,0.9676337780161766
